,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2011-01-11 22:00:00,254,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29
2011-01-11 23:00:00,255,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19
2011-01-12 00:00:00,256,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7
2011-01-12 01:00:00,257,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6
2011-01-12 02:00:00,258,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1
2011-01-12 05:00:00,259,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5
2011-01-12 06:00:00,260,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16
2011-01-12 07:00:00,261,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54
2011-01-12 08:00:00,262,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128
2011-01-12 09:00:00,263,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81
2011-01-12 10:00:00,264,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39
2011-01-12 11:00:00,265,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35
2011-01-12 12:00:00,266,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55
2011-01-12 13:00:00,267,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49
2011-01-12 14:00:00,268,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44
2011-01-12 15:00:00,269,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49
2011-01-12 16:00:00,270,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68
2011-01-12 17:00:00,271,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139
2011-01-12 18:00:00,272,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137
2011-01-12 19:00:00,273,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83
2011-01-12 20:00:00,274,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56
2011-01-12 21:00:00,275,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57
2011-01-12 22:00:00,276,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33
2011-01-12 23:00:00,277,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20
2011-01-13 00:00:00,278,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7
2011-01-13 01:00:00,279,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2
2011-01-13 02:00:00,280,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2
2011-01-13 03:00:00,281,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3
2011-01-13 04:00:00,282,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4
2011-01-13 05:00:00,283,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3
2011-01-13 06:00:00,284,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28
2011-01-13 07:00:00,285,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72
2011-01-13 08:00:00,286,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202
2011-01-13 09:00:00,287,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139
2011-01-13 10:00:00,288,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38
2011-01-13 11:00:00,289,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37
2011-01-13 12:00:00,290,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52
2011-01-13 13:00:00,291,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83
2011-01-13 14:00:00,292,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42
2011-01-13 15:00:00,293,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60
2011-01-13 16:00:00,294,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78
2011-01-13 17:00:00,295,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162
2011-01-13 18:00:00,296,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144
2011-01-13 19:00:00,297,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99
2011-01-13 20:00:00,298,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64
2011-01-13 21:00:00,299,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40
2011-01-13 22:00:00,300,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30
2011-01-13 23:00:00,301,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15
2011-01-14 00:00:00,302,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14
2011-01-14 01:00:00,303,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5
2011-01-14 02:00:00,304,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1
2011-01-14 03:00:00,305,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1
2011-01-14 05:00:00,306,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8
2011-01-14 06:00:00,307,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17
2011-01-14 07:00:00,308,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70
2011-01-14 08:00:00,309,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158
2011-01-14 09:00:00,310,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117
2011-01-14 10:00:00,311,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44
2011-01-14 11:00:00,312,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53
2011-01-14 12:00:00,313,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61
2011-01-14 13:00:00,314,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77
2011-01-14 14:00:00,315,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64
2011-01-14 15:00:00,316,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68
2011-01-14 16:00:00,317,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90
2011-01-14 17:00:00,318,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159
2011-01-14 18:00:00,319,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139
2011-01-14 19:00:00,320,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92
2011-01-14 20:00:00,321,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68
2011-01-14 21:00:00,322,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52
2011-01-14 22:00:00,323,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36
2011-01-14 23:00:00,324,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27
2011-01-15 00:00:00,325,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28
2011-01-15 01:00:00,326,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20
2011-01-15 02:00:00,327,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12
2011-01-15 03:00:00,328,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8
2011-01-15 04:00:00,329,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5
2011-01-15 05:00:00,330,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1
2011-01-15 06:00:00,331,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3
2011-01-15 07:00:00,332,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10
2011-01-15 08:00:00,333,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23
2011-01-15 09:00:00,334,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33
2011-01-15 10:00:00,335,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59
2011-01-15 11:00:00,336,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72
2011-01-15 12:00:00,337,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89
2011-01-15 13:00:00,338,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101
2011-01-15 14:00:00,339,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118
2011-01-15 15:00:00,340,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129
2011-01-15 16:00:00,341,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128
2011-01-15 17:00:00,342,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83
2011-01-15 18:00:00,343,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84
2011-01-15 19:00:00,344,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74
2011-01-15 20:00:00,345,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41
2011-01-15 21:00:00,346,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57
2011-01-15 22:00:00,347,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26
2011-01-15 23:00:00,348,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44
2011-01-16 00:00:00,349,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39
2011-01-16 01:00:00,350,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23
2011-01-16 02:00:00,351,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16
2011-01-16 03:00:00,352,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15
2011-01-16 04:00:00,353,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1
2011-01-16 05:00:00,354,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2
2011-01-16 06:00:00,355,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1
2011-01-16 07:00:00,356,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3
2011-01-16 08:00:00,357,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18
2011-01-16 09:00:00,358,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32
2011-01-16 10:00:00,359,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79
2011-01-16 11:00:00,360,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93
2011-01-16 12:00:00,361,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104
2011-01-16 13:00:00,362,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118
2011-01-16 14:00:00,363,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91
2011-01-16 15:00:00,364,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113
2011-01-16 16:00:00,365,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99
2011-01-16 17:00:00,366,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105
2011-01-16 18:00:00,367,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67
2011-01-16 19:00:00,368,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61
2011-01-16 20:00:00,369,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57
2011-01-16 21:00:00,370,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28
2011-01-16 22:00:00,371,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21
2011-01-16 23:00:00,372,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18
2011-01-17 00:00:00,373,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17
2011-01-17 01:00:00,374,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16
2011-01-17 02:00:00,375,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8
2011-01-17 03:00:00,376,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2
2011-01-17 04:00:00,377,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3
2011-01-17 05:00:00,378,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1
2011-01-17 06:00:00,379,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5
2011-01-17 07:00:00,380,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13
2011-01-17 08:00:00,381,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33
2011-01-17 09:00:00,382,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47
2011-01-17 10:00:00,383,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57
2011-01-17 11:00:00,384,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64
2011-01-17 12:00:00,385,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80
2011-01-17 13:00:00,386,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93
2011-01-17 14:00:00,387,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86
2011-01-17 15:00:00,388,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93
2011-01-17 16:00:00,389,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82
2011-01-17 17:00:00,390,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71
2011-01-17 18:00:00,391,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92
2011-01-17 19:00:00,392,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60
2011-01-17 20:00:00,393,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33
2011-01-17 21:00:00,394,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27
2011-01-17 22:00:00,395,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13
2011-01-17 23:00:00,396,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4
2011-01-18 12:00:00,397,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3
2011-01-18 13:00:00,398,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22
2011-01-18 14:00:00,399,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28
2011-01-18 15:00:00,400,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35
2011-01-18 16:00:00,401,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61
2011-01-18 17:00:00,402,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125
2011-01-18 18:00:00,403,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133
2011-01-18 19:00:00,404,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99
2011-01-18 20:00:00,405,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83
2011-01-18 21:00:00,406,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41
2011-01-18 22:00:00,407,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33
2011-01-18 23:00:00,408,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20
2011-01-19 00:00:00,409,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3
2011-01-19 01:00:00,410,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7
2011-01-19 02:00:00,411,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3
2011-01-19 04:00:00,412,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2
2011-01-19 05:00:00,413,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7
2011-01-19 06:00:00,414,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32
2011-01-19 07:00:00,415,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90
2011-01-19 08:00:00,416,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197
2011-01-19 09:00:00,417,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109
2011-01-19 10:00:00,418,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47
2011-01-19 11:00:00,419,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52
2011-01-19 12:00:00,420,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70
2011-01-19 13:00:00,421,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78
2011-01-19 14:00:00,422,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75
2011-01-19 15:00:00,423,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82
2011-01-19 16:00:00,424,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104
2011-01-19 17:00:00,425,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197
2011-01-19 18:00:00,426,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161
2011-01-19 19:00:00,427,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112
2011-01-19 20:00:00,428,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76
2011-01-19 21:00:00,429,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59
2011-01-19 22:00:00,430,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59
2011-01-19 23:00:00,431,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28
2011-01-20 00:00:00,432,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13
2011-01-20 01:00:00,433,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5
2011-01-20 02:00:00,434,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2
2011-01-20 03:00:00,435,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
2011-01-20 04:00:00,436,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
2011-01-20 05:00:00,437,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6
2011-01-20 06:00:00,438,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35
2011-01-20 07:00:00,439,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101
2011-01-20 08:00:00,440,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249
2011-01-20 09:00:00,441,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143
2011-01-20 10:00:00,442,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57
2011-01-20 11:00:00,443,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68
2011-01-20 12:00:00,444,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84
2011-01-20 13:00:00,445,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98
2011-01-20 14:00:00,446,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81
2011-01-20 15:00:00,447,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70
2011-01-20 16:00:00,448,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91
2011-01-20 17:00:00,449,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215
2011-01-20 18:00:00,450,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185
2011-01-20 19:00:00,451,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152
2011-01-20 20:00:00,452,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126
2011-01-20 21:00:00,453,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57
2011-01-20 22:00:00,454,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56
2011-01-20 23:00:00,455,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31
2011-01-21 00:00:00,456,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21
2011-01-21 01:00:00,457,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6
2011-01-21 02:00:00,458,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2
2011-01-21 03:00:00,459,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1
2011-01-21 04:00:00,460,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1
2011-01-21 05:00:00,461,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5
2011-01-21 06:00:00,462,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27
2011-01-21 07:00:00,463,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68
2011-01-21 08:00:00,464,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217
2011-01-21 09:00:00,465,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166
2011-01-21 10:00:00,466,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63
2011-01-21 11:00:00,467,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59
2011-01-21 12:00:00,468,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78
2011-01-21 13:00:00,469,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73
2011-01-21 14:00:00,470,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62
2011-01-21 15:00:00,471,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65
2011-01-21 16:00:00,472,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97
2011-01-21 17:00:00,473,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161
2011-01-21 18:00:00,474,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120
2011-01-21 19:00:00,475,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96
2011-01-21 20:00:00,476,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53
2011-01-21 21:00:00,477,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41
2011-01-21 22:00:00,478,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34
2011-01-21 23:00:00,479,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27
2011-01-22 00:00:00,480,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13
2011-01-22 01:00:00,481,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12
2011-01-22 02:00:00,482,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11
2011-01-22 03:00:00,483,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7
2011-01-22 04:00:00,484,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3
2011-01-22 06:00:00,485,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2
2011-01-22 07:00:00,486,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8
2011-01-22 08:00:00,487,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27
2011-01-22 09:00:00,488,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40
2011-01-22 10:00:00,489,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53
2011-01-22 11:00:00,490,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63
2011-01-22 12:00:00,491,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70
2011-01-22 13:00:00,492,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84
2011-01-22 14:00:00,493,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75
2011-01-22 15:00:00,494,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103
2011-01-22 16:00:00,495,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83
2011-01-22 17:00:00,496,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,8,59,67
2011-01-22 18:00:00,497,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54
2011-01-22 19:00:00,498,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59
2011-01-22 20:00:00,499,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45
2011-01-22 21:00:00,500,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39
2011-01-22 22:00:00,501,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30
2011-01-22 23:00:00,502,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33
2011-01-23 00:00:00,503,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22
2011-01-23 01:00:00,504,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13
2011-01-23 02:00:00,505,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18
2011-01-23 03:00:00,506,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5
2011-01-23 05:00:00,507,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3
